Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
ACRE,"Ares Commercial Real Estate Cor",9.04,-0.020000000000001,-0.22%,9.06,9.23,9.005,242763,"14:09 ET"
ACRS,"Aclaris Therapts",4.97,-0.010000000000001,-0.20%,5.03,5.1,4.87,687240,"14:10 ET"
ACRV,"Acrivon Therapeutics Inc",5.48,0.06,+1.11%,5.53,5.65,5.46,17955,"13:50 ET"
ACT,"Enact Holdings Inc",26.95,-0.07,-0.26%,27.02,27.27,26.9075,55487,"13:57 ET"
ACTG,"Acacia Res-Acacia",3.55,0.02,+0.57%,3.55,3.57,3.545,72859,"13:57 ET"
ACVA,"Acv Auctions Inc Cl A",14.15,0.18,+1.29%,14.23,14.37,14.015,250098,"14:11 ET"
ADEA,"Adeia Inc",8.56,0.040000000000001,+0.47%,8.54,8.65,8.41,173909,"14:02 ET"
ADMA,"Adma Biologics",3.2,0.12,+3.90%,3.09,3.21,3.09,368885,"14:13 ET"
ADNT,"Adient Plc",34.29,0.21,+0.62%,34.24,34.45,34.07,236828,"14:13 ET"
ADPT,"Adaptive Biotechnologies Corp",4.64,0.46,+11.00%,4.19,4.665,4.19,879835,"14:13 ET"
ADTN,"Adtran Holdings Inc",6.77,-0.090000000000001,-1.31%,6.86,6.89,6.68,351964,"14:12 ET"
ADUS,"Addus Homecare Corp",82.02,2.13,+2.67%,80.17,82.28,80.17,140088,"13:58 ET"
ADV,"Advantage Solutions Inc",2.385,-0.065,-2.65%,2.47,2.525,2.38,104563,"13:54 ET"
AEHR,"Aehr Test Systems",32.81,1.42,+4.52%,31.93,32.8899,31.42,371262,"14:02 ET"
AEIS,"Advanced Energy",90.66,1.36,+1.52%,90.26,92.67,89.5,145589,"14:10 ET"
AEL,"American Equity Investment Life",53.21,0.039999999999999,+0.08%,53.34,53.34,53.16,107080,"14:13 ET"
AEO,"American Eagle Outfitters",17.57,0.45,+2.63%,17.35,17.91,17.27,2554385,"14:13 ET"
AESI,"Atlas Energy Solutions Inc Cl A",19.93,0.18,+0.91%,19.95,20.13,19.7099,276238,"14:13 ET"
AEVA,"Aeva Technologies Inc",0.5849,0.0084,+1.46%,0.573,0.6,0.573,366345,"13:58 ET"
AFCG,"Afc Gamma Inc",10.71,-0.22,-2.01%,10.97,11.0401,10.7,57186,"13:58 ET"
AFRI,"Forafric Global Plc",11,0.24,+2.23%,10.81,10.81,10.81,1152,"10:57 ET"
AGEN,"Agenus Inc",0.7605,-0.1146,-13.10%,0.8772,0.8841,0.77,5611742,"14:13 ET"
AGIO,"Agios Pharmaceuticals",20.91,-0.050000000000001,-0.24%,20.97,21.31,20.83,481591,"14:13 ET"
AGM,"Federal Agricultural Mortgage Corp",143.4,0.15000000000001,+0.10%,144.69,145.09,142.34,16258,"13:52 ET"
AGS,"Playags Inc",7.57,0.25,+3.42%,7.33,7.585,7.33,140808,"14:04 ET"
AGTI,"Agiliti Inc",5.37,-0.15,-2.72%,5.57,5.64,5.2797,180205,"14:07 ET"
AGX,"Argan Inc",43.815,-0.185,-0.42%,44.39,44.39,43.73,32396,"13:37 ET"
AGYS,"Agilysys Inc",80.29,16.39,+25.65%,72.97,80.5,72.055,389910,"14:12 ET"
AHCO,"Adapthealth Corp Cl. A",7.63,0.14,+1.87%,7.49,7.81,7.49,503791,"14:13 ET"
AHH,"Armada Hoffler Properties Inc",9.99,0.08,+0.81%,9.99,10.14,9.92,105046,"14:11 ET"
AI,"C3.Ai Inc Cl A",26.11,1.56,+6.35%,25,26.41,24.95,3788006,"14:13 ET"
AIN,"Albany International Corp",80.6,-0.95,-1.16%,82.3,82.655,80.62,41610,"14:02 ET"
AIR,"AAR Corp",57.39,-0.07,-0.12%,58.15,58.15,57.07,36844,"14:08 ET"
AIRS,"Airsculpt Technologies Inc",7.06,0.079999999999999,+1.15%,7.04,7.33,7,18254,"14:09 ET"
AIT,"Applied Industrial Technologies",153.43,-0.19,-0.12%,155.15,155.66,153.065,61123,"14:13 ET"
AIV,"Apartment Investment and Management",6.24,-0.029999999999999,-0.48%,6.33,6.37,6.225,345779,"14:01 ET"
AKR,"Acadia Realty Trust",13.7,0.1,+0.74%,13.74,13.84,13.62,140523,"14:13 ET"
AKRO,"Akero Therapeutics Inc",12.13,0.050000000000001,+0.41%,12.15,12.66,12.03,724859,"14:10 ET"
AKTS,"Akoustis Technologies Inc",0.6002,-0.0061,-1.01%,0.6289,0.6499,0.6,293353,"14:09 ET"
AKYA,"Akoya Biosciences Inc",3.67,0.12,+3.38%,3.58,3.875,3.58,77596,"13:55 ET"
ALCO,"Alico Inc",23.65,0,0.00%,23.65,24,23.55,36297,2023-10-24
ALDX,"Aldeyra Therapeu",1.595,0.105,+7.05%,1.47,1.67,1.46,566938,"14:13 ET"
ALE,"Allete Inc",53.05,0.65,+1.24%,52.98,53.2,52.84,55703,"14:13 ET"
ALEC,"Alector Inc",5.26,0.11,+2.14%,5.21,5.445,5.21,145705,"14:10 ET"
ALEX,"Alexander and Baldwin Inc",15.6,-0.039999999999999,-0.26%,15.79,15.9,15.56,135598,"14:08 ET"
ALG,"Alamo Group",163.205,0.23500000000001,+0.14%,164.59,165.15,163.03,9084,"13:49 ET"
ALGT,"Allegiant Travel Com",70.71,-1.21,-1.68%,72.46,72.605,70.245,94064,"14:03 ET"
ALHC,"Alignment Healthcare Inc",7.21,0.09,+1.26%,7.39,7.45,7.24,159974,"14:12 ET"
ALIT,"Alight Inc Cl A",6.82,0.03,+0.44%,6.81,6.89,6.81,1343958,"14:12 ET"
ALKS,"Alkermes Plc",25.1,0.67,+2.74%,25.18,25.66,24.995,1331716,"14:13 ET"
ALKT,"Alkami Technology Inc",18.26,0.23,+1.28%,18.12,18.69,18.09,104709,"14:12 ET"
ALLK,"Allakos Inc",1.835,0.055,+3.09%,1.82,1.87,1.79,178218,"13:57 ET"
ALLO,"Allogene Therapeutics Inc",2.81,0.03,+1.08%,2.81,2.93,2.8,632385,"14:04 ET"
ALNT,"Allient Inc",27.8,0.47,+1.72%,27.85,27.86,27.44,11456,"13:58 ET"
ALPN,"Alpine Immune Sciences Inc",9.01,-0.029999999999999,-0.33%,9.06,9.31,8.99,118463,"14:08 ET"
ALRM,Alarm.com,55.18,0.42,+0.77%,55.45,55.58,54.59,104981,"14:12 ET"
ALRS,"Alerus Financial Corp",17.61,-0.19,-1.07%,17.98,17.98,17.58,4567,"14:00 ET"
ALT,"Altimmune Inc",2.34,0.2,+9.35%,2.18,2.36,2.15,764170,"14:03 ET"
ALTG,"Alta Equipment Group Inc",10.185,0.035,+0.34%,10.21,10.36,9.95,184868,"13:54 ET"
ALTI,"Alti Global Inc",6.09,-0.22,-3.49%,6.31,6.4488,5.85,30629,"14:10 ET"
ALTR,"Altair Engineering Inc Cl A",60.52,-0.29000000000001,-0.48%,60.72,61.41,59.705,95552,"14:12 ET"
ALVR,"Allovir Inc",1.445,0.015,+1.05%,1.45,1.52,1.44,370119,"14:12 ET"
ALX,"Alexander's Inc",182,4,+2.25%,180,181,179.75,1987,"14:11 ET"
ALXO,"Alx Oncology Holdings Inc",7.09,0.16,+2.31%,7.01,7.27,6.91,195291,"14:12 ET"
AMAL,"Amalgamated Financial Corp",15.66,-0.14,-0.89%,15.91,16.09,15.505,44797,"14:07 ET"
AMBA,"Ambarella Inc",48.11,-0.3,-0.62%,48.89,49.3073,47.65,241689,"14:13 ET"
AMBC,"Ambac Financial Group",11.55,0.22,+1.94%,11.39,11.57,11.32,362088,"14:08 ET"
AMCX,"AMC Networks Cl A",12.06,0.36,+3.08%,11.75,12.2793,11.75,114702,"14:13 ET"
AMEH,"Apollo Medical Holdings Inc",31.69,0.76,+2.46%,31.04,31.97,31.04,27535,"14:01 ET"
AMK,"Assetmark Financial Holdings Inc",23.54,-0.09,-0.38%,23.77,23.77,23.47,20835,"13:58 ET"
AMKR,"Amkor Technology",21.92,0.2,+0.92%,21.92,22.1,21.725,331075,"14:12 ET"
AMLX,"Amylyx Pharmaceuticals Inc",16.98,0.53,+3.22%,16.55,17.17,16.5,489030,"14:11 ET"
AMN,"Amn Healthcare Services Inc",73.82,0.64999999999999,+0.89%,73.47,74.49,73.02,148124,"14:10 ET"
AMNB,"American Natl Bksh",36.01,-0.85,-2.31%,36.9,36.91,35.69,6421,"13:57 ET"
AMPH,"Amphastar Pharma",45.65,0.93,+2.08%,45.21,46.08,45.02,122315,"14:07 ET"
AMPL,"Amplitude Inc Cl A",10.39,0.14,+1.37%,10.4,10.68,10.35,142698,"14:11 ET"
AMPS,"Altus Power Inc",5.25,0.15,+2.94%,5.17,5.39,5.165,426965,"14:13 ET"
AMPX,"Amprius Technologies Inc",2.855,-0.245,-7.90%,3.13,3.13,2.78,412576,"13:58 ET"
AMPY,"Amplify Energy Corp",7.03,-0.13,-1.82%,7.2,7.2,6.9703,201470,"14:10 ET"
AMR,"Alpha Metallurgical Resources Inc",220.07,2.04,+0.94%,220.19,226.4797,219.67,76226,"14:12 ET"
AMRC,"Ameresco Inc",29.61,1.07,+3.75%,29.19,29.925,29.005,170471,"14:12 ET"
AMRK,"A-Mark Precious Meta",28.25,-0.62,-2.15%,28.91,29.1294,28.23,74910,"14:02 ET"
AMRX,"Amneal Pharmaceuticals Inc",3.94,0.58,+17.26%,3.54,3.99,3.54,2822895,"14:09 ET"
AMSF,"Amerisafe Inc",52.18,-0.14,-0.27%,52.27,53,52.17,16765,"14:11 ET"
AMSWA,"Amer Software Inc",10.98,-0.039999999999999,-0.36%,11.08,11.12,10.88,74113,"14:11 ET"
AMTB,"Mercantil Bank Holding Cl A",17,-0.24,-1.39%,17.24,17.24,16.63,30971,"14:09 ET"
AMWD,"Amer Woodmark Cp",68.11,1.27,+1.90%,67.5,69.623,66.405,75867,"14:07 ET"
AMWL,"American Well Corp Cl A",1.095,0.075,+7.35%,1.02,1.14,1.02,700563,"14:08 ET"
ANAB,"Anaptysbio Inc",17.69,0.13,+0.74%,17.65,18.08,17.65,43648,"14:11 ET"
ANDE,"Andersons Inc",48.68,-0.13,-0.27%,48.79,49.12,48.26,64080,"14:05 ET"
ANF,"Abercrombie & Fitch Company",62.06,2.09,+3.49%,60.89,62.145,60.32,1033026,"14:09 ET"
ANGO,"Angiodynamics Inc",6.69,0.06,+0.90%,6.65,6.805,6.61,133070,"14:11 ET"
ANIK,"Anika Therapeutics",18.67,0.07,+0.38%,18.72,18.9,18.58,24359,"14:09 ET"
ANIP,"ANI Pharma Inc",57.7,0.84,+1.48%,57.03,58.32,56.53,29818,"13:53 ET"
ANNX,"Annexon Inc",1.825,0.145,+8.63%,1.74,1.93,1.71,302421,"14:13 ET"
AOMR,"Angel Oak Mortgage REIT Inc",8.19,0.08,+0.99%,8.16,8.19,7.97,17892,"13:49 ET"
AORT,"Artivion Inc",13.19,-0.16,-1.20%,13.5,13.5,13.14,112135,"14:11 ET"
AOSL,"Alpha and Omega Semi",25.49,0.069999999999997,+0.28%,25.57,25.74,25.36,36185,"14:03 ET"
APAM,"Artisan Partners Asset Mgmt",32.95,0.050000000000004,+0.15%,33.05,33.47,32.83,133458,"14:13 ET"
APG,"Api Group Corp",25.25,-0.07,-0.28%,25.69,25.71,25.1,257009,"14:11 ET"
APGE,"Apogee Therapeutics Inc",16.15,0.49,+3.13%,16,16.31,15.52,185454,"14:11 ET"
APLD,"Applied Digital Corp",5.08,0.24,+4.96%,5.07,5.19,4.89,2049636,"14:11 ET"
APLE,"Apple Hospitality REIT Inc",15.57,0.08,+0.52%,15.61,15.75,15.495,1033579,"14:13 ET"
APOG,"Apogee Entrpr Inc",41.71,-0.29,-0.69%,42.47,42.4792,41.61,36826,"14:11 ET"
APPF,"Appfolio Cl A",181.07,1.32,+0.73%,180.7,182.81,178.68,26456,"13:55 ET"
APPN,"Appian Corp Cl A",41.19,0.52,+1.28%,40.84,42.59,40.84,104091,"14:04 ET"
APPS,"Digital Turbine",5.06,0.2,+4.12%,4.9,5.14,4.9,696061,"14:12 ET"
ARAY,"Accuray Inc",2.79,0.1,+3.72%,2.7,2.795,2.7,80432,"14:13 ET"
ARCB,"Arcbest Corp",92.48,-1.66,-1.76%,95.05,95.39,92.165,106290,"14:12 ET"
ARCH,"Arch Resources Inc",148.76,1.23,+0.83%,148.66,150.8299,148.36,97650,"14:01 ET"
ARCT,"Arcturus Therapeutics Ltd",19.85,0.52,+2.69%,19.55,20.33,19.55,134032,"14:11 ET"
ARDX,"Ardelyx Inc",3.76,0.3,+8.67%,3.44,3.8,3.43,4007383,"14:13 ET"
ARGO,"Argo Group Intl Hlds",29.8,0.050000000000001,+0.17%,29.84,29.85,29.76,115984,"13:55 ET"
ARI,"Apollo Commercial Real Estate",9.44,0.07,+0.75%,9.41,9.6,9.39,401960,"14:12 ET"
ARIS,"Aris Water Solutions Inc Cl A",8.25,-0.050000000000001,-0.60%,8.35,8.42,8.09,140899,"14:11 ET"
ARKO,"Arko Corp",7.47,-0.09,-1.19%,7.58,7.7,7.45,109595,"13:58 ET"
ARL,"American Realty Investors",13.21,0.33,+2.56%,12.96,13.21,12.42,2343,"13:41 ET"
ARLO,"Arlo Technologies Inc",8.93,0.06,+0.68%,8.96,9.025,8.83,298201,"14:09 ET"
AROC,"Archrock Inc",12.84,0.38,+3.05%,12.53,12.855,12.5,345061,"14:13 ET"
AROW,"Arrow Financial Corp",17.93,0.11,+0.62%,18.01,18.02,17.76,28236,"13:55 ET"
ARQT,"Arcutis Biotherapeutics Inc",2.39,-0.02,-0.83%,2.47,2.5,2.33,3840644,"14:09 ET"
ARR,"Armour Residential R",14.94,-0.22,-1.45%,14.79,15.13,14.75,1451629,"14:10 ET"
ARRY,"Array Technologies Inc",18.48,0.25,+1.37%,18.62,19.035,18.39,2632827,"14:13 ET"
ARTNA,"Artesian Res Cp A",39.48,0.20999999999999,+0.53%,39.63,39.63,39.2,8035,"13:52 ET"
ARVN,"Arvinas Inc",14.83,0.28,+1.92%,14.71,15.65,14.71,321794,"14:12 ET"
ARWR,"Arrowhead Pharma",25.21,0.52,+2.11%,24.92,25.42,24.79,224106,"14:13 ET"
ASAN,"Asana Inc Cl A",19.23,0.78,+4.23%,18.71,19.74,18.69,1488654,"14:13 ET"
ASB,"Associated Banc-Corp",15.4,-0.19,-1.22%,15.63,15.69,15.1995,781950,"14:12 ET"
ASC,"Ardmore Shipping Corp",13.6,0.52,+3.98%,13.26,13.84,13.2,290770,"14:09 ET"
ASGN,"On Assignment",77.58,-1.06,-1.35%,79.23,80.01,76.7,132722,"14:13 ET"
ASIX,"Advansix Inc",27.28,-0.009999999999998,-0.04%,27.68,27.89,27.23,36722,"13:57 ET"
ASLE,"Aersale Corp",15.16,0.33,+2.23%,14.95,15.19,14.88,87133,"14:07 ET"
ASO,"Academy Sports and Outdoors Inc",43.57,-0.2,-0.46%,44,44.595,43.27,878148,"14:13 ET"
ASPN,"Aspen Aerogels Inc",8.46,1.79,+26.84%,7.2,8.67,7.2,1845210,"14:13 ET"
ASRT,"Assertio Therapeutics Inc",2.24,0.01,+0.45%,2.24,2.3,2.22,595630,"14:12 ET"
ASTE,"Astec Inds Inc",41.31,0.07,+0.17%,41.95,43.11,41.09,44649,"14:12 ET"
ASTS,"Ast Spacemobile Inc",2.89,0.15,+5.47%,2.8,3.05,2.8,817239,"14:12 ET"
ASUR,"Asure Software",8.63,0.24,+2.86%,8.46,8.72,8.46,47231,"14:11 ET"
ATEC,"Alphatec Holdings",12.87,-0.020000000000001,-0.16%,13.02,13.11,12.63,414480,"14:13 ET"
ATEN,"A10 Networks Inc",11.3,0.07,+0.62%,11.3,11.405,11.19,201945,"14:11 ET"
ATEX,"Anterix Inc.",30.87,0.66,+2.18%,30.5,31.39,30.5,46606,"14:12 ET"
ATGE,"Adtalem Global Education Inc",43.8,1.51,+3.57%,42.67,43.87,42.395,161308,"14:12 ET"
ATI,"Ati Inc",36.43,0.25,+0.69%,36.72,36.81,36.05,507032,"14:13 ET"
ATKR,"Atkore Inc",124.57,-0.22999999999999,-0.18%,126.25,126.33,124.19,134574,"14:12 ET"
ATLC,"Atlanticus Holdings Cp",28.94,-0.059999999999999,-0.21%,29,29.18,28.65,11408,"13:54 ET"
ATLO,"Ames Natl Corp",15.04,-0.15,-0.99%,15.32,15.32,15.01,10110,"13:39 ET"
ATMU,"Atmus Filtration Technologies Inc",20.03,0.27,+1.37%,19.9,20.07,19.67,222534,"14:11 ET"
ATNI,"Atn International",33.76,0.32,+0.96%,33.66,34.13,33.66,17792,"13:58 ET"
ATNM,"Actinium Pharmaceuticals Inc",5.48,0.08,+1.48%,5.5,5.5999,5.4259,61963,"14:13 ET"
ATOM,"Atomera Inc",6.79,-0.03,-0.44%,6.95,7.1801,6.71,69779,"14:08 ET"
ATRA,"Atara Biotherap",1.365,0.035,+2.63%,1.36,1.45,1.335,720203,"14:11 ET"
ATRC,"Atricure Inc",36.09,0.67,+1.89%,35.78,36.36,35.62,99464,"14:12 ET"
ATRI,"Atrion Corp",340,3,+0.89%,338.4,341.57,338.4,611,"14:01 ET"
ATRO,"Astronics Cp",15.1,-0.35,-2.27%,15.58,15.59,15.06,25688,"14:13 ET"
ATSG,"Air Transport",19.42,-0.18,-0.92%,19.57,19.86,19.14,285380,"14:11 ET"
ATXS,"Astri Therapeutics Inc",4.6,-0.090000000000001,-1.92%,4.68,5.11,4.575,410453,"14:11 ET"
AUB,"Atlantic Union Bancshares Corp",27.21,-0.52,-1.88%,27.92,27.99,26.905,223163,"14:08 ET"
AUPH,"Aurinia Pharm Ord",7.52,0.28,+3.87%,7.39,7.67,7.33,1035239,"14:09 ET"
AUR,"Aurora Innovation Inc",1.865,0.065,+3.61%,1.81,1.9475,1.785,3154511,"14:11 ET"
AURA,"Aura Biosciences Inc",8.665,0.165,+1.94%,8.52,8.745,8.07,33969,"13:50 ET"
AVA,"Avista Corp",31.37,0.27,+0.87%,31.5,31.6,31.28,156692,"14:13 ET"
AVAH,"Aveanna Healthcare Holdings Inc",1.25,-0.03,-2.40%,1.29,1.29,1.22,3596,"12:35 ET"
AVAV,"Aerovironment Inc",118.89,1.49,+1.27%,117.58,122,117.58,148912,"14:13 ET"
AVD,"American Vanguard Corp",9.07,-0.52,-5.42%,9.62,9.625,8.99,253553,"14:13 ET"
AVDX,"Avidxchange Holdings Inc",9.11,0.14,+1.56%,9.08,9.325,9.0199,471693,"14:12 ET"
AVID,"Avid Tech Inc",26.98,0,0.00%,26.99,27,26.96,491419,"13:58 ET"
AVIR,"Atea Pharmaceuticals Inc",3.04,0.14,+4.83%,2.9,3.19,2.885,757503,"14:13 ET"
AVNS,"Avanos Medical Inc",18.2,0.07,+0.39%,18.19,18.37,18.09,37311,"14:12 ET"
AVNT,"Avient Corp",32.03,0.28,+0.88%,32.01,32.21,31.73,180964,"14:11 ET"
AVNW,"Aviat Networks Inc",25.75,-0.13,-0.50%,25.84,26.935,25.4504,29017,"14:11 ET"
AVO,"Mission Produce Inc",9.27,-0.14,-1.49%,9.43,9.535,9.2605,53212,"14:10 ET"
AVPT,"Avepoint Inc Cl A",7.52,0.13,+1.76%,7.43,7.65,7.375,790816,"14:10 ET"
AVTA,"Avantax Inc",25.68,-0.010000000000002,-0.04%,25.7,25.75,25.68,439830,"13:59 ET"
AVTE,"Aerovate Therapeutics Inc",11.2,0.17,+1.54%,10.98,11.67,10.98,32486,"13:56 ET"
AVXL,"Anavex Lf SC",5.11,0.07,+1.39%,5.15,5.36,4.98,688798,"14:10 ET"
AWR,"American States Water Company",77.63,0.97999999999999,+1.28%,77.14,77.8333,76.905,42755,"14:08 ET"
AX,"Axos Financial Inc",36.53,-0.38,-1.03%,37.11,37.255,35.95,282703,"14:10 ET"
AXGN,"Axogen Inc",3.94,0.05,+1.29%,3.91,4.02,3.88,299601,"14:13 ET"
AXL,"American Axle & Manufacturing",7.04,-0.0099999999999998,-0.14%,7.1,7.185,7.055,567820,"14:13 ET"
AXNX,"Axonics Inc",52.15,-0.66,-1.25%,52.88,53.72,51.84,163002,"14:13 ET"
AXSM,"Axsome Thera",64.44,2.43,+3.92%,63.24,64.57,62.615,399857,"14:11 ET"
AZZ,"Azz Inc",45.26,0.37,+0.82%,45.36,45.86,44.99,37435,"14:12 ET"
B,"Barnes Group",31.32,-0.32,-1.01%,31.91,31.91,31.33,161386,"14:08 ET"
BALY,"Bally's Corp",8.66,0.050000000000001,+0.58%,8.72,8.91,8.65,124530,"14:12 ET"
BANC,"First Pactrust Bancorp",10.8,-0.47,-4.17%,11.71,11.71,9.96,7297232,"14:13 ET"
BAND,"Bandwidth Inc",10.03,0.54,+5.69%,9.66,10.255,9.66,112512,"14:11 ET"
BANF,"Bancfirst Corp",80.86,-1.34,-1.63%,82.89,82.89,80.23,11674,"14:11 ET"
BANR,"Banner Corp",39.6,-1.17,-2.87%,41.02,42.3775,39.57,133021,"14:09 ET"
BARK,"Bark Inc",1.05,0.03,+2.94%,1.02,1.11,1.02,235877,"14:07 ET"
BASE,"Couchbase Inc",15.25,0.3,+2.01%,15.03,15.48,15.03,39272,"14:02 ET"
BATRA,"Atlanta Braves Holdings Inc",38.29,0.96,+2.57%,37.42,38.6,37.42,19734,"13:40 ET"
BATRK,"Atlanta Braves Holdings Inc C",35.07,0.88,+2.57%,34.46,35.3,34.46,68249,"14:11 ET"
BBAI,"Bigbear.Ai Holdings Inc",1.3291,0.0090999999999999,+0.69%,1.32,1.38,1.3101,800784,"13:58 ET"
BBCP,"Concrete Pumping Holdings Inc",7.27,-0.32,-4.22%,7.6,7.79,7.28,47888,"14:13 ET"
BBIO,"Bridgebio Pharma Inc",24.99,0.75,+3.09%,25.63,25.69,24.72,771529,"14:13 ET"
BBSI,"Barrett Business S",87.37,-1.11,-1.25%,89.09,89.09,87.15,16109,"14:06 ET"
BBUC,"Brookfield Business Corp",15.74,-0.31,-1.93%,16.31,16.31,15.42,14691,"14:09 ET"
BBW,"Build-A-Bear Workshop",25.12,-0.21,-0.83%,25.62,25.79,25.0447,89357,"13:58 ET"
BCAB,"Bioatla Inc",1.42,-0.03,-2.07%,1.46,1.55,1.42,131188,"13:58 ET"
BCBP,"Bcb Bancorp Inc",9.6899,-0.1001,-1.02%,9.9,9.9297,9.48,51299,"13:57 ET"
BCC,"Boise Cascade L.L.C.",91.27,0.14999999999999,+0.16%,91.89,92.05,90.7301,91003,"14:08 ET"
BCML,"Bay Commercial Bk CA",19.66,0.039999999999999,+0.20%,19.77,19.77,19.04,8744,"14:08 ET"
BCO,"Brink's Company",68.68,0.96000000000001,+1.42%,68.02,68.91,67.67,114884,"14:01 ET"
BCOV,"Brightcove Inc",2.93,0.03,+1.03%,2.92,2.97,2.88,21638,"14:13 ET"
BCPC,"Balchem Cp",121.42,-0.47,-0.39%,123.05,123.805,121.28,17726,"14:08 ET"
BCRX,"Biocryst Pharma Inc",5.75,-0.0099999999999998,-0.17%,5.83,5.885,5.66,1085018,"14:10 ET"
BDC,"Belden Inc",69.85,-0.010000000000005,-0.01%,70.36,70.94,69.46,147923,"14:13 ET"
BDN,"Brandywine Realty Trust",3.9,0.04,+1.04%,3.9,3.965,3.88,637035,"14:11 ET"
BE,"Bloom Energy Corp Cl A",11.73,0.48,+4.27%,11.5,11.985,11.4,2829105,"14:13 ET"
BEAM,"Beam Therapeutics Inc",19.75,0.65,+3.40%,19.54,20.22,19.36,670484,"14:12 ET"
BECN,"Beacon Roofing Suppl",70.27,-0.69,-0.97%,71.82,72.05,70.085,62515,"14:01 ET"
BELFB,"BEL Fuse Inc Cl B",39.93,-0.91,-2.23%,41.12,41.3207,39.955,49893,"14:11 ET"
BFC,"Bank First National Corp [Wisconsin]",74.91,-0.079999999999998,-0.11%,74,74.93,74,4623,"13:46 ET"
BFH,"Bread Financial Hldgs Inc",28.66,0.030000000000001,+0.10%,29.26,29.48,28.54,132441,"14:13 ET"
BFLY,"Butterfly Network Inc",0.9306,0.1106,+13.49%,0.835,0.9395,0.825,1359983,"14:06 ET"
BFS,"Saul Centers",34.06,0.27,+0.80%,33.69,34.185,33.69,21898,"13:55 ET"
BFST,"Business First Bancshares Inc",18.07,-0.14,-0.77%,18.33,18.55,17.95,12067,"13:58 ET"
BGC,"Bgc Partners Cl A",5.97,0.12,+2.05%,5.89,6,5.85,949469,"14:13 ET"
BGFV,"Big 5 Sporting",7.43,-0.02,-0.27%,7.49,7.615,7.395,79062,"14:01 ET"
BGS,"B&G Foods Holdings",8.41,0.16,+1.94%,8.3,8.5,8.3,416685,"14:08 ET"
BGXX,"Bright Green Corp",0.4172,0.0022,+0.53%,0.4097,0.43,0.4,147580,"13:56 ET"
BH,"Biglari Holdings Inc",146.47,-1.52,-1.03%,147.61,148.28,145.9,2069,2023-10-24
BHB,"Bar Harbor Bankshares",23.36,-0.47,-1.97%,23.93,23.97,23.326,21647,"13:57 ET"
BHE,"Benchmark Electronics",22.97,-0.02,-0.09%,23.17,23.17,22.89,27241,"14:07 ET"
BHIL,"Benson Hill Inc",0.29,0.01,+3.57%,0.31,0.31,0.29,176836,"13:53 ET"
BHLB,"Berkshire Hills Bancorp",18.51,-0.48,-2.53%,19.05,19.08,18.33,85780,"14:12 ET"
